evaluation_id,commentary_id,version_id,judge_model,faithfulness_score,hallucination_flag,completeness_score,clarity_score,verdict,reasoning,evaluated_at,data_source
v16|SMPL003|202605|202606|j1,v16|SMPL003|202605|202606,v16,claude-sonnet-5,0.98,False,1.0,0.95,PASS,"The narrative and bullets accurately mirror the computed driver set: directions (DOWN/UP), magnitudes, and causal descriptions (One-Time, Timing, Baseline Period, Deal Size, Volume) all match the inputs without overstating certainty. The Baseline Period commentary correctly preserves the uncertainty language from the 'reason' field rather than asserting a confirmed loss. All five ranked drivers are covered in order of impact, and the language is clear, concise, and uses plain business terminology. No invented figures or causes are present, and the DERIVED vs REAL distinction is respected implicitly through appropriate hedging language.",2026-07-24 11:10:35,DERIVED
v17|SMPL001|202604|202605|j1,v17|SMPL001|202604|202605,v17,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:11:45,DERIVED
v17|SMPL001|202605|202606|j1,v17|SMPL001|202605|202606,v17,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect all five computed drivers, correctly stating directions, magnitudes, and causes (One-Time, Timing, Eligibility, Baseline Period, Mix) without overstating certainty. The Baseline Period driver is appropriately hedged as 'unavailable for attribution' rather than asserting a lost account, matching the computed reason. The Mix driver is correctly framed as a residual after other attributed drivers. No figures or causes are invented beyond the driver set, and all top-ranked drivers are covered in order of impact. Language is clear and business-appropriate throughout.",2026-07-24 11:11:52,DERIVED
v17|SMPL002|202604|202605|j1,v17|SMPL002|202604|202605,v17,claude-sonnet-5,0.8,True,1.0,0.95,REVIEW,"The bullet-level and most narrative claims accurately reflect the driver set: directions, magnitudes, and causal descriptions (One-Time, Volume, Timing, Deal Size, Billable Days) all match the computed inputs precisely, and all five drivers are covered in rank order. However, the opening sentence claiming 'April 2026 is the first month in the loaded data, so driver attribution for this transition is indicative' is not supported by anything in the computed driver set — there is no data-coverage flag, caveat, or indication of missing historical baseline in the provided drivers. This introduces an unverified qualifier about data reliability that could mislead a reader into discounting otherwise solid REAL-sourced drivers, constituting a hallucinated claim outside the given facts. The rest of the writing is clear, plain business English with correct figures and characterizations.",2026-07-24 11:12:02,DERIVED
v17|SMPL002|202605|202606|j1,v17|SMPL002|202605|202606,v17,claude-sonnet-5,0.97,False,1.0,0.9,PASS,"All five drivers are covered with correct directions and magnitudes matching the computed set. The commentary appropriately avoids overstating certainty for the BASELINE_LIMITED driver, correctly noting that account-level loss cannot be confirmed due to limited data, and accurately describes the NEW_ACCOUNT driver's classification logic. No figures, causes, or events are introduced beyond the driver set. The final sentence of the narrative is slightly awkwardly phrased ('partially countered by account-level attribution that is unavailable for a decline') but remains factually accurate and does not mischaracterize the driver. Overall the commentary is faithful, complete, and clear.",2026-07-24 11:12:08,DERIVED
v17|SMPL003|202604|202605|j1,v17|SMPL003|202604|202605,v17,claude-sonnet-5,0.85,True,1.0,0.95,REVIEW,"All five drivers are characterized accurately with correct directions, causes, and magnitudes matching the computed set, and the bullets faithfully restate the underlying figures. However, the narrative opens with an unsupported claim - 'April 2026 is the first month in the loaded data, so attribution... is indicative only' - which is not present anywhere in the computed driver set and appears fabricated context, constituting a hallucination. This caveat should be removed or sourced. Completeness is strong (all five ranked drivers covered) and clarity is good, but the added unsupported statement warrants a REVIEW rather than PASS.",2026-07-24 11:12:15,DERIVED
v17|SMPL003|202605|202606|j1,v17|SMPL003|202605|202606,v17,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five computed drivers are covered in the narrative and bullets, with correct directions, magnitudes, and causal characterizations matching the driver set exactly (e.g., One-Time drop of $45.6k, Timing +$8.6k from quarterly billing, Baseline Period limitation reason quoted accurately, Deal Size and Volume figures matching input averages). No figures or causes are introduced that aren't in the driver set. Language is clear, plain business English with no ambiguous or overstated claims of certainty.",2026-07-24 11:12:20,DERIVED
v18|SMPL001|202604|202605|j1,v18|SMPL001|202604|202605,v18,claude-sonnet-5,0.55,True,1.0,0.85,FAIL,"The five bullet-level claims accurately restate the computed drivers (Structured Products one-time $36.6k from 3 new transactions, Alternative Investments timing -$7.0k from quarterly billing, UMA volume -$5.1k from 5->4 transactions, UMA deal-size +$3.5k, UMA lost account -$1.6k) and all top-5 drivers by impact are covered. However, the narrative opens with an unsupported claim that 'April 2026 is the first month in the loaded data, so the attribution of account movements for this transition is indicative rather than confirmed.' Nothing in the driver set states this, and in fact the LOST_ACCOUNT driver explicitly shows 'months_confirmed_quiet_after': ['202605','202606'], indicating the classification was confirmed over two subsequent quiet months, not indicative. This inserted caveat is an outright hallucination that undermines confidence in a driver the data treats as confirmed, and is not tied to any driver_id. This materially harms faithfulness despite otherwise clean, clear bullet language.",2026-07-24 11:14:05,DERIVED
v18|SMPL001|202605|202606|j1,v18|SMPL001|202605|202606,v18,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:14:15,DERIVED
v18|SMPL002|202604|202605|j1,v18|SMPL002|202604|202605,v18,claude-sonnet-5,0.6,True,1.0,0.85,REVIEW,"The five bullets and their supporting narrative accurately restate the computed drivers with correct directions, magnitudes, and causal descriptions, and all top drivers by impact are covered in rank order. However, the narrative's opening sentence asserts that 'April 2026 is the first month in the loaded data; there is no prior period for account comparison, so driver attribution for this transition is indicative.' This claim is not present in the driver set and directly contradicts it: the drivers explicitly include April (from-period) figures such as from_revenue $51,161, from_txn_count 6, and from_billable_days 22, proving a prior period exists and was used in comparison. This is a fabricated caveat that undermines confidence in the rest of the commentary and constitutes a hallucination. Language elsewhere is clear and plain business English, but the unsupported opening statement requires correction before the commentary can pass.",2026-07-24 11:14:25,DERIVED
v18|SMPL002|202605|202606|j1,v18|SMPL002|202605|202606,v18,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"All five drivers are covered in both narrative and bullets, with contributions, directions, and causes accurately reflecting the computed driver set (e.g., $41.1k One-Time drop, $7.8k Timing gain, $6.8k Baseline Period limitation, $6.5k Volume gain, $4.8k New Account gain). The Baseline Period explanation correctly conveys the uncertainty (insufficient months to confirm true loss) rather than asserting the account was lost. No figures or causes are invented, and language is clear and business-appropriate. Minor stylistic reordering of Volume vs. New Account in the narrative doesn't affect accuracy. This is a faithful, complete, and clear rendering of the computed drivers.",2026-07-24 11:14:34,DERIVED
v18|SMPL003|202604|202605|j1,v18|SMPL003|202604|202605,v18,claude-sonnet-5,0.75,True,1.0,0.9,REVIEW,"All five drivers are covered accurately with correct directions, causes, and magnitudes matching the computed set, and the bullet-level text is clear and faithful. However, the narrative's opening sentence—'April 2026 is the first month in the loaded data, so the attribution of account-level movements to this transition is indicative rather than confirmed'—is not supported by anything in the driver set. No field indicates data-loading history or confidence caveats; this is an unsupported, fabricated qualifier that could mislead the reader about the reliability of the analysis. This single hallucinated claim warrants a REVIEW despite otherwise strong fidelity and completeness.",2026-07-24 11:14:41,DERIVED
v18|SMPL003|202605|202606|j1,v18|SMPL003|202605|202606,v18,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:14:52,DERIVED
v19|SMPL001|202604|202605|j1,v19|SMPL001|202604|202605,v19,claude-sonnet-5,0.75,True,1.0,0.9,REVIEW,"All five drivers are accurately characterized with correct directions, causes, and magnitudes matching the computed set, and the bullets faithfully restate the underlying inputs (e.g., quarterly billing timing, account counts, lost account absence months). However, the narrative opens with an unsupported claim -- 'April 2026 is the first month in the loaded data, so driver attribution for this transition is indicative' -- which is not present anywhere in the computed driver set and introduces an unverified caveat about data completeness/confidence that could mislead the reader about the reliability of the analysis. This is a hallucinated contextual statement, not a fabricated number, but it still asserts something outside the provided facts. Completeness is full (all five drivers covered) and clarity is high, but the fabricated caveat warrants human review before publishing.",2026-07-24 11:15:57,DERIVED
v19|SMPL001|202605|202606|j1,v19|SMPL001|202605|202606,v19,claude-sonnet-5,1.0,False,1.0,1.0,PASS,"All five drivers from the computed set (Structured Products One-Time, Alternative Investments Timing, UMA Eligibility, UMA Baseline Period, UMA Mix) are covered in both narrative and bullets, with correct direction, magnitude, and cause attribution matching the underlying inputs (transaction counts, reason codes, quarterly billing logic, and the baseline-limitation rationale). No figures or causes are introduced that aren't in the driver set, and the net UMA characterization ('moved lower overall') is consistent with the combined UMA impact. Language is clear, business-appropriate, and avoids overstating certainty, particularly in correctly framing the DERIVED/baseline-limited driver as an attribution caveat rather than a firm conclusion.",2026-07-24 11:16:07,DERIVED
v19|SMPL002|202604|202605|j1,v19|SMPL002|202604|202605,v19,claude-sonnet-5,0.97,False,1.0,0.95,PASS,"The narrative and bullets accurately reflect all five computed drivers, correctly stating directions, magnitudes, and causes (One-Time gain in Structured Products, Volume and Billable Days declines, Timing headwind from quarterly billing, and Deal Size increase in UMA). Figures match the driver set exactly, and the caveat about April being the first loaded month appropriately signals uncertainty without asserting new facts. All five ranked drivers are covered, satisfying completeness. Language is clear, plain business English with no ambiguity. Minor stylistic redundancy ('partially offset' and 'partially counterbalanced') slightly affects flow but not accuracy or clarity significantly.",2026-07-24 11:16:12,DERIVED
v19|SMPL002|202605|202606|j1,v19|SMPL002|202605|202606,v19,claude-sonnet-5,0.0,False,0.0,0.0,REVIEW,Judge unavailable (judge response contained no JSON) — human review recommended,2026-07-24 11:16:24,DERIVED
v19|SMPL003|202604|202605|j1,v19|SMPL003|202604|202605,v19,claude-sonnet-5,0.6,True,1.0,0.9,FAIL,"The five bullets and driver characterizations (Structured Products one-time $45.6k, Alternative Investments timing decline $8.6k, Annuities one-time decrease $7.4k, Unified Managed Account lost account $2.4k, Mutual Fund Trails volume decline $1.6k) all accurately reflect direction, cause, and magnitude per the driver set, and all top-ranked drivers are covered. However, the narrative opens with an unsupported and fabricated claim: 'April 2026 is the first month in the loaded data; there is no prior period for account comparison, so driver attribution for this transition is indicative.' This is not present in the computed drivers -- in fact the driver inputs explicitly contain April (from-month) figures such as from_revenue: 8600, from_txn_count: 2, from_one_time: 7400, indicating April data does exist and was used for comparison. This introduces an invented caveat about data limitations that contradicts the underlying computed facts, constituting a hallucination and overstating uncertainty not present in the driver set.",2026-07-24 11:16:31,DERIVED
v19|SMPL003|202605|202606|j1,v19|SMPL003|202605|202606,v19,claude-sonnet-5,0.98,False,1.0,0.95,PASS,"The commentary accurately reflects all five computed drivers with correct directions, magnitudes, and causes. The One-Time Structured Products decline, Timing gain in Alternative Investments, and the two Deal Size/Volume offsetting effects in UMA are all correctly characterized and quantified. Notably, the BASELINE_LIMITED driver is handled with appropriate epistemic caution, explicitly stating the account loss 'cannot be confirmed' rather than asserting certainty, matching the driver's own caveat about insufficient loaded months. No figures or causes appear that are absent from the driver set, and all five drivers are covered in both narrative and bullets. Language is clear, business-appropriate, and avoids overstating certainty.",2026-07-24 11:16:39,DERIVED
